,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
CIB1,2.09307357104449e-274,0.330361185,0.622,0.481,8.07E-270,CTHRC1+ Fb,CIB1
MRPL41,8.66586044920476e-254,0.329734488,0.624,0.477,3.34E-249,CTHRC1+ Fb,MRPL41
MRC2,0,0.327337081,0.76,0.635,0,CTHRC1+ Fb,MRC2
TNFRSF9,0,0.326798317,0.242,0.037,0,CTHRC1+ Fb,TNFRSF9
PPFIBP1,0,0.325812061,0.588,0.405,0,CTHRC1+ Fb,PPFIBP1
IGFBP6,0,0.325564229,0.653,0.482,0,CTHRC1+ Fb,IGFBP6
CTNNB1,5.04218458601234e-151,0.325215359,0.61,0.497,1.94E-146,CTHRC1+ Fb,CTNNB1
LAGE3,0,0.324230116,0.391,0.233,0,CTHRC1+ Fb,LAGE3
COL10A1,0,0.323592778,0.329,0.104,0,CTHRC1+ Fb,COL10A1
ANTXR1,6.60043617962614e-305,0.323380901,0.65,0.52,2.55E-300,CTHRC1+ Fb,ANTXR1
PARK7,7.91495804682919e-278,0.322996018,0.802,0.722,3.05E-273,CTHRC1+ Fb,PARK7
SEC23A,0,0.322922676,0.582,0.401,0,CTHRC1+ Fb,SEC23A
CMIP,0,0.321689618,0.447,0.229,0,CTHRC1+ Fb,CMIP
FIBP,0,0.321450203,0.547,0.369,0,CTHRC1+ Fb,FIBP
GARS,0,0.321009736,0.413,0.251,0,CTHRC1+ Fb,GARS
PRSS23,3.85414996800099e-266,0.319267628,0.662,0.5,1.49E-261,CTHRC1+ Fb,PRSS23
CDK2AP1,0,0.3192513,0.497,0.337,0,CTHRC1+ Fb,CDK2AP1
GJB2,0,0.319085876,0.199,0.067,0,CTHRC1+ Fb,GJB2
ITGB5,0,0.318317802,0.656,0.506,0,CTHRC1+ Fb,ITGB5
ATP5PF,4.96996107813675e-248,0.318218579,0.79,0.726,1.92E-243,CTHRC1+ Fb,ATP5PF
PPP1CB,1.37418794128837e-151,0.317042367,0.641,0.529,5.30E-147,CTHRC1+ Fb,PPP1CB
SELENOS,5.27555739166063e-250,0.315912784,0.688,0.564,2.03E-245,CTHRC1+ Fb,SELENOS
ALKBH7,1.81871293229812e-275,0.31510854,0.626,0.485,7.02E-271,CTHRC1+ Fb,ALKBH7
BNC2,0,0.315107366,0.436,0.205,0,CTHRC1+ Fb,BNC2
NDUFA13,4.04535106447355e-238,0.314602785,0.656,0.639,1.56E-233,CTHRC1+ Fb,NDUFA13
CDKN2A,0,0.313889713,0.218,0.074,0,CTHRC1+ Fb,CDKN2A
EVL,0,0.312817608,0.498,0.288,0,CTHRC1+ Fb,EVL
PTS,0,0.312488755,0.462,0.293,0,CTHRC1+ Fb,PTS
AP2M1,8.52986984978432e-274,0.312192958,0.675,0.587,3.29E-269,CTHRC1+ Fb,AP2M1
SNF8,0,0.311367489,0.58,0.418,0,CTHRC1+ Fb,SNF8
MXRA8,2.13071179329255e-197,0.310514264,0.749,0.686,8.22E-193,CTHRC1+ Fb,MXRA8
SH3GLB1,3.55273741075063e-229,0.309495725,0.687,0.567,1.37E-224,CTHRC1+ Fb,SH3GLB1
UQCC2,0,0.308538232,0.511,0.331,0,CTHRC1+ Fb,UQCC2
MXRA5,0,0.307514755,0.732,0.604,0,CTHRC1+ Fb,MXRA5
ZNHIT1,1.67296709212488e-275,0.307254333,0.688,0.591,6.45E-271,CTHRC1+ Fb,ZNHIT1
LOXL1,0,0.30701408,0.545,0.374,0,CTHRC1+ Fb,LOXL1
NXN,0,0.306827559,0.445,0.237,0,CTHRC1+ Fb,NXN
PGM3,0,0.305347071,0.501,0.302,0,CTHRC1+ Fb,PGM3
EIF4EBP1,0,0.305011768,0.511,0.304,0,CTHRC1+ Fb,EIF4EBP1
GPC6,0,0.304244416,0.328,0.135,0,CTHRC1+ Fb,GPC6
PAPSS2,0,0.30424207,0.438,0.212,0,CTHRC1+ Fb,PAPSS2
BEND6,0,0.302918307,0.328,0.14,0,CTHRC1+ Fb,BEND6
COX6A1,1.95685825967103e-236,0.302608383,0.765,0.689,7.55E-232,CTHRC1+ Fb,COX6A1
SSR1,1.1350460545722e-306,0.302014175,0.618,0.472,4.38E-302,CTHRC1+ Fb,SSR1
KIAA1217,0,0.301640583,0.461,0.246,0,CTHRC1+ Fb,KIAA1217
TAGLN,0,0.301396563,0.691,0.395,0,CTHRC1+ Fb,TAGLN
GTF3C6,0,0.298667621,0.551,0.372,0,CTHRC1+ Fb,GTF3C6
SGCD,0,0.29860163,0.49,0.281,0,CTHRC1+ Fb,SGCD
KRTCAP2,6.76060453137835e-251,0.297694835,0.675,0.618,2.61E-246,CTHRC1+ Fb,KRTCAP2
COX8A,5.28163257424544e-252,0.295983031,0.722,0.624,2.04E-247,CTHRC1+ Fb,COX8A
UBL5,3.00209507762797e-267,0.295264331,0.809,0.756,1.16E-262,CTHRC1+ Fb,UBL5
MDFI,0,0.294545507,0.354,0.133,0,CTHRC1+ Fb,MDFI
MPC2,1.39170620552374e-243,0.294058571,0.61,0.468,5.37E-239,CTHRC1+ Fb,MPC2
COL6A3,0,0.293776563,0.954,0.895,0,CTHRC1+ Fb,COL6A3
C12orf57,0,0.29305329,0.871,0.823,0,CTHRC1+ Fb,C12orf57
CD63,0,0.291614345,0.983,0.961,0,CTHRC1+ Fb,CD63
COX5A,2.93466084774498e-234,0.289928456,0.599,0.448,1.13E-229,CTHRC1+ Fb,COX5A
SURF4,0,0.289811722,0.637,0.491,0,CTHRC1+ Fb,SURF4
POMP,2.21180507713501e-216,0.289318094,0.741,0.629,8.53E-212,CTHRC1+ Fb,POMP
LAMTOR1,3.45229700020215e-252,0.289296884,0.651,0.531,1.33E-247,CTHRC1+ Fb,LAMTOR1
EPHB3,0,0.289155785,0.37,0.152,0,CTHRC1+ Fb,EPHB3
ATP5MD,4.96398156211269e-112,0.288817447,0.598,0.527,1.91E-107,CTHRC1+ Fb,ATP5MD
DNAJC15,1.16164138118088e-156,0.287941875,0.619,0.489,4.48E-152,CTHRC1+ Fb,DNAJC15
GUCY1A1,0,0.28729537,0.525,0.299,0,CTHRC1+ Fb,GUCY1A1
NRBF2,0,0.286750758,0.472,0.298,0,CTHRC1+ Fb,NRBF2
SEC31A,5.15738168331196e-300,0.286653809,0.699,0.621,1.99E-295,CTHRC1+ Fb,SEC31A
METTL26,2.86300080273854e-211,0.286646465,0.557,0.417,1.10E-206,CTHRC1+ Fb,METTL26
VEGFB,4.31213399737077e-194,0.285911421,0.593,0.465,1.66E-189,CTHRC1+ Fb,VEGFB
MFAP4,0,0.284688916,0.857,0.687,0,CTHRC1+ Fb,MFAP4
GLIPR2,0,0.284315219,0.439,0.268,0,CTHRC1+ Fb,GLIPR2
BEX3,2.24154417783018e-222,0.28425766,0.696,0.579,8.65E-218,CTHRC1+ Fb,BEX3
PTPRD,0,0.283622746,0.269,0.074,0,CTHRC1+ Fb,PTPRD
PDXK,0,0.283026724,0.474,0.309,0,CTHRC1+ Fb,PDXK
TNC,0,0.282187011,0.592,0.359,0,CTHRC1+ Fb,TNC
NDUFS8,1.30413556478348e-259,0.28216749,0.584,0.434,5.03E-255,CTHRC1+ Fb,NDUFS8
DLG1,0,0.281443243,0.432,0.246,0,CTHRC1+ Fb,DLG1
C19orf53,3.67643289683347e-237,0.281174268,0.714,0.625,1.42E-232,CTHRC1+ Fb,C19orf53
NCS1,0,0.280430946,0.349,0.163,0,CTHRC1+ Fb,NCS1
HOMER3,0,0.280041735,0.458,0.266,0,CTHRC1+ Fb,HOMER3
BAG2,0,0.279907881,0.411,0.216,0,CTHRC1+ Fb,BAG2
GNG5,6.88407457969645e-197,0.27844766,0.718,0.626,2.66E-192,CTHRC1+ Fb,GNG5
TOMM5,0,0.277490854,0.501,0.34,0,CTHRC1+ Fb,TOMM5
ALDH1L2,0,0.277148528,0.416,0.201,0,CTHRC1+ Fb,ALDH1L2
TP53I13,6.27768780766316e-223,0.275783143,0.444,0.319,2.42E-218,CTHRC1+ Fb,TP53I13
NDUFC2,5.34978834103222e-174,0.275658359,0.713,0.625,2.06E-169,CTHRC1+ Fb,NDUFC2
TUBB3,0,0.275312197,0.319,0.133,0,CTHRC1+ Fb,TUBB3
RPL26L1,0,0.27455032,0.482,0.307,0,CTHRC1+ Fb,RPL26L1
MAGOHB,0,0.274075541,0.408,0.227,0,CTHRC1+ Fb,MAGOHB
NID2,0,0.273941441,0.461,0.277,0,CTHRC1+ Fb,NID2
YIPF5,0,0.273508825,0.526,0.358,0,CTHRC1+ Fb,YIPF5
GLIPR1,0,0.273499585,0.403,0.237,0,CTHRC1+ Fb,GLIPR1
NDUFA1,2.01621864561555e-129,0.273320011,0.76,0.684,7.78E-125,CTHRC1+ Fb,NDUFA1
CLEC2A,0,0.273088344,0.211,0.089,0,CTHRC1+ Fb,CLEC2A
C11orf24,0,0.273054816,0.462,0.258,0,CTHRC1+ Fb,C11orf24
NANS,0,0.272703456,0.49,0.326,0,CTHRC1+ Fb,NANS
DRAP1,5.80006907869001e-159,0.272573222,0.693,0.59,2.24E-154,CTHRC1+ Fb,DRAP1
SPCS1,4.93705541409697e-147,0.27177739,0.728,0.643,1.90E-142,CTHRC1+ Fb,SPCS1
BLOC1S2,0,0.270764872,0.403,0.234,0,CTHRC1+ Fb,BLOC1S2
MRPL27,5.26271435798063e-281,0.270288293,0.527,0.362,2.03E-276,CTHRC1+ Fb,MRPL27
TXNDC17,4.77464343776073e-249,0.268993823,0.57,0.405,1.84E-244,CTHRC1+ Fb,TXNDC17
DNAJC1,1.71166278512384e-196,0.267815755,0.494,0.362,6.60E-192,CTHRC1+ Fb,DNAJC1
FLNC,0,0.266235799,0.343,0.134,0,CTHRC1+ Fb,FLNC
COX4I1,2.68978710913547e-202,0.264418354,0.87,0.816,1.04E-197,CTHRC1+ Fb,COX4I1
SEC61A1,0,0.264359606,0.596,0.442,0,CTHRC1+ Fb,SEC61A1
EVI2A,0,0.264071732,0.189,0.043,0,CTHRC1+ Fb,EVI2A
SLC39A13,0,0.263711151,0.494,0.302,0,CTHRC1+ Fb,SLC39A13
PSMB1,4.92332477646622e-161,0.262257534,0.753,0.671,1.90E-156,CTHRC1+ Fb,PSMB1
FZD1,0,0.261501583,0.484,0.278,0,CTHRC1+ Fb,FZD1
VDAC1,9.07569474530257e-206,0.261022061,0.619,0.48,3.50E-201,CTHRC1+ Fb,VDAC1
DMAC1,0,0.260927752,0.457,0.286,0,CTHRC1+ Fb,DMAC1
GOLIM4,1.08488221841691e-185,0.260880965,0.632,0.508,4.18E-181,CTHRC1+ Fb,GOLIM4
PRADC1,0,0.260490719,0.354,0.187,0,CTHRC1+ Fb,PRADC1
ANXA1,1.1479799096471e-173,0.259507591,0.896,0.846,4.43E-169,CTHRC1+ Fb,ANXA1
SAR1A,2.99147163961482e-206,0.258883045,0.64,0.519,1.15E-201,CTHRC1+ Fb,SAR1A
RPL17,7.86719166075562e-05,0.258874,0.569,0.646,1,CTHRC1+ Fb,RPL17
ITGBL1,2.05632489894637e-258,0.258754155,0.573,0.42,7.93E-254,CTHRC1+ Fb,ITGBL1
JOSD2,1.353109169955e-298,0.258217447,0.512,0.35,5.22E-294,CTHRC1+ Fb,JOSD2
AP2S1,3.29745294109057e-283,0.257820674,0.705,0.566,1.27E-278,CTHRC1+ Fb,AP2S1
COPE,3.52140361424403e-214,0.257726979,0.659,0.568,1.36E-209,CTHRC1+ Fb,COPE
PGAM1,1.26825261814217e-174,0.256799189,0.643,0.547,4.89E-170,CTHRC1+ Fb,PGAM1
TIMM13,6.79679069663242e-199,0.256461349,0.62,0.487,2.62E-194,CTHRC1+ Fb,TIMM13
TMEM219,3.21862352020901e-221,0.256372601,0.615,0.49,1.24E-216,CTHRC1+ Fb,TMEM219
MRPL17,0,0.256260836,0.454,0.273,0,CTHRC1+ Fb,MRPL17
RBX1,1.50117975059628e-151,0.255847495,0.722,0.628,5.79E-147,CTHRC1+ Fb,RBX1
JDP2,9.19962815316178e-229,0.254468637,0.47,0.328,3.55E-224,CTHRC1+ Fb,JDP2
ACTR3,2.08967791359681e-198,0.253744433,0.612,0.49,8.06E-194,CTHRC1+ Fb,ACTR3
EPRS,9.89556981385243e-216,0.253273222,0.394,0.268,3.82E-211,CTHRC1+ Fb,EPRS
SPARCL1,0,0.252837289,0.662,0.498,0,CTHRC1+ Fb,SPARCL1
COX17,3.95861884375996e-226,0.252738098,0.504,0.357,1.53E-221,CTHRC1+ Fb,COX17
CASC4,1.14190083215234e-171,0.25268274,0.49,0.377,4.40E-167,CTHRC1+ Fb,CASC4
PTK7,0,0.252636177,0.569,0.386,0,CTHRC1+ Fb,PTK7
ITGAV,6.69524915132789e-254,0.252197224,0.599,0.466,2.58E-249,CTHRC1+ Fb,ITGAV
NDUFV2,7.81275619733209e-151,0.251491468,0.641,0.529,3.01E-146,CTHRC1+ Fb,NDUFV2
ALDH18A1,0,0.250477426,0.387,0.182,0,CTHRC1+ Fb,ALDH18A1
ZFHX4,0,0.249710334,0.427,0.216,0,CTHRC1+ Fb,ZFHX4
TMEM258,1.17736076514289e-208,0.24954498,0.768,0.719,4.54E-204,CTHRC1+ Fb,TMEM258
SMS,0,0.249346339,0.408,0.234,0,CTHRC1+ Fb,SMS
MRPL3,0,0.249265381,0.495,0.33,0,CTHRC1+ Fb,MRPL3
AKR7A2,1.15369285974799e-172,0.248971547,0.508,0.382,4.45E-168,CTHRC1+ Fb,AKR7A2
UQCRH,4.67617502011068e-192,0.247939046,0.782,0.71,1.80E-187,CTHRC1+ Fb,UQCRH
MRPL33,5.12409132105823e-166,0.247631953,0.629,0.51,1.98E-161,CTHRC1+ Fb,MRPL33
PDIA5,0,0.247385136,0.422,0.233,0,CTHRC1+ Fb,PDIA5
PGLS,1.85329343251701e-122,0.24704533,0.599,0.482,7.15E-118,CTHRC1+ Fb,PGLS
NDUFAF2,1.53033003952835e-248,0.246709551,0.514,0.36,5.90E-244,CTHRC1+ Fb,NDUFAF2
SIL1,0,0.246195676,0.5,0.329,0,CTHRC1+ Fb,SIL1
CDC42,2.17188056861979e-129,0.246158236,0.761,0.714,8.38E-125,CTHRC1+ Fb,CDC42
ATP5MF,2.13650255788441e-186,0.245949795,0.722,0.627,8.24E-182,CTHRC1+ Fb,ATP5MF
FUCA2,2.48562754108418e-198,0.24580228,0.542,0.406,9.59E-194,CTHRC1+ Fb,FUCA2
ACTN1,4.66472486881774e-296,0.245615607,0.617,0.464,1.80E-291,CTHRC1+ Fb,ACTN1
MANF,5.1152089975311e-225,0.245098972,0.566,0.419,1.97E-220,CTHRC1+ Fb,MANF
WNT2,0,0.244249297,0.242,0.104,0,CTHRC1+ Fb,WNT2
RGS10,5.22837887162892e-213,0.24413419,0.515,0.367,2.02E-208,CTHRC1+ Fb,RGS10
BCAT1,0,0.243983138,0.3,0.112,0,CTHRC1+ Fb,BCAT1
PTGER3,0,0.243671903,0.432,0.254,0,CTHRC1+ Fb,PTGER3
CHID1,9.34988349403252e-252,0.241145634,0.543,0.39,3.61E-247,CTHRC1+ Fb,CHID1
GNAI2,3.22474399833109e-146,0.240785979,0.693,0.628,1.24E-141,CTHRC1+ Fb,GNAI2
STXBP6,0,0.24006188,0.275,0.098,0,CTHRC1+ Fb,STXBP6
COX5B,2.92486353938581e-151,0.238400256,0.762,0.7,1.13E-146,CTHRC1+ Fb,COX5B
CCN4,0,0.238298184,0.31,0.095,0,CTHRC1+ Fb,CCN4
LSM10,2.20376655188609e-307,0.238007931,0.438,0.28,8.50E-303,CTHRC1+ Fb,LSM10
CNPY2,7.07240277932757e-215,0.23742148,0.562,0.434,2.73E-210,CTHRC1+ Fb,CNPY2
TWF2,0,0.236786526,0.492,0.324,0,CTHRC1+ Fb,TWF2
CCN2,8.44928272672349e-236,0.236633726,0.337,0.216,3.26E-231,CTHRC1+ Fb,CCN2
WSB2,0,0.236491528,0.359,0.192,0,CTHRC1+ Fb,WSB2
ACOT13,0,0.236058832,0.371,0.214,0,CTHRC1+ Fb,ACOT13
MINOS1,1.14715249936802e-15,0.2360186,0.289,0.355,4.42E-11,CTHRC1+ Fb,MINOS1
RNASEK,9.76611520743977e-194,0.235834567,0.477,0.373,3.77E-189,CTHRC1+ Fb,RNASEK
TXNDC5,0,0.235738439,0.409,0.225,0,CTHRC1+ Fb,TXNDC5
CCDC90B,0,0.235516075,0.447,0.279,0,CTHRC1+ Fb,CCDC90B
TP53I3,0,0.235167673,0.438,0.259,0,CTHRC1+ Fb,TP53I3
ARPC1B,2.00597377878102e-210,0.235063272,0.621,0.5,7.74E-206,CTHRC1+ Fb,ARPC1B
B4GALT7,0,0.234621746,0.387,0.206,0,CTHRC1+ Fb,B4GALT7
MICAL2,0,0.234476044,0.312,0.151,0,CTHRC1+ Fb,MICAL2
RARS2,0,0.234176115,0.433,0.263,0,CTHRC1+ Fb,RARS2
NPTX2,0,0.233334337,0.289,0.122,0,CTHRC1+ Fb,NPTX2
DNAJB4,3.29289205807959e-85,0.233301918,0.486,0.393,1.27E-80,CTHRC1+ Fb,DNAJB4
ACBD3,2.19013089207366e-150,0.23272824,0.534,0.414,8.45E-146,CTHRC1+ Fb,ACBD3
GALNT10,0,0.23239089,0.353,0.149,0,CTHRC1+ Fb,GALNT10
MIF,2.26060426030968e-111,0.231275943,0.641,0.626,8.72E-107,CTHRC1+ Fb,MIF
SNHG18,0,0.231204253,0.504,0.33,0,CTHRC1+ Fb,SNHG18
ERCC1,2.6784096074367e-250,0.23117936,0.535,0.388,1.03E-245,CTHRC1+ Fb,ERCC1
UFC1,8.9488004710579e-174,0.231034642,0.597,0.467,3.45E-169,CTHRC1+ Fb,UFC1
ADAMTS12,0,0.231026307,0.418,0.235,0,CTHRC1+ Fb,ADAMTS12
KIF26B,0,0.229910523,0.301,0.11,0,CTHRC1+ Fb,KIF26B
COPZ1,0,0.229596709,0.513,0.348,0,CTHRC1+ Fb,COPZ1
TMEM126A,5.17462741436708e-278,0.229507531,0.38,0.238,2.00E-273,CTHRC1+ Fb,TMEM126A
PLEKHO1,0,0.228915361,0.43,0.262,0,CTHRC1+ Fb,PLEKHO1
UFM1,5.23196845410275e-125,0.228559011,0.584,0.466,2.02E-120,CTHRC1+ Fb,UFM1
ARMH4,0,0.228283268,0.329,0.134,0,CTHRC1+ Fb,ARMH4
TRIM59,0,0.227561283,0.251,0.069,0,CTHRC1+ Fb,TRIM59
IMPDH1,0,0.227245998,0.368,0.182,0,CTHRC1+ Fb,IMPDH1
FKBP9,7.9973453737153e-166,0.227165249,0.668,0.572,3.08E-161,CTHRC1+ Fb,FKBP9
RNASEH2C,2.22481988914244e-126,0.226791576,0.593,0.468,8.58E-122,CTHRC1+ Fb,RNASEH2C
FGGY,0,0.226255694,0.211,0.068,0,CTHRC1+ Fb,FGGY
RCAN1,2.39227431595834e-288,0.225700675,0.387,0.247,9.23E-284,CTHRC1+ Fb,RCAN1
RPL39,2.38962454843366e-144,0.225378546,0.994,0.982,9.22E-140,CTHRC1+ Fb,RPL39
ANOS1,0,0.225376239,0.211,0.058,0,CTHRC1+ Fb,ANOS1
PRELID1,3.83838386120321e-142,0.225305312,0.645,0.529,1.48E-137,CTHRC1+ Fb,PRELID1
SNRNP25,0,0.224341348,0.361,0.188,0,CTHRC1+ Fb,SNRNP25
FAM98A,0,0.223890031,0.383,0.225,0,CTHRC1+ Fb,FAM98A
URI1,8.21127510738188e-254,0.223450181,0.483,0.334,3.17E-249,CTHRC1+ Fb,URI1
DPP4,0,0.223126477,0.347,0.176,0,CTHRC1+ Fb,DPP4
DESI2,5.73228050853335e-212,0.223020872,0.458,0.321,2.21E-207,CTHRC1+ Fb,DESI2
NAA38,1.60610522806334e-146,0.222883063,0.601,0.467,6.20E-142,CTHRC1+ Fb,NAA38
SEM1,3.38933730166709e-77,0.222670219,0.77,0.708,1.31E-72,CTHRC1+ Fb,SEM1
MAN1B1,0,0.222053458,0.448,0.279,0,CTHRC1+ Fb,MAN1B1
S100A13,1.34472672544644e-174,0.222052226,0.875,0.8,5.19E-170,CTHRC1+ Fb,S100A13
DAP,7.85016198373650e-307,0.22204387,0.535,0.371,3.03E-302,CTHRC1+ Fb,DAP
GRN,3.97508624478142e-158,0.220242234,0.663,0.584,1.53E-153,CTHRC1+ Fb,GRN
COMMD1,4.26568788481344e-158,0.219938943,0.488,0.357,1.65E-153,CTHRC1+ Fb,COMMD1
IAH1,6.00760145434282e-169,0.219873782,0.555,0.426,2.32E-164,CTHRC1+ Fb,IAH1
TUBB2A,2.63529965739907e-164,0.219479953,0.655,0.544,1.02E-159,CTHRC1+ Fb,TUBB2A
CNN2,2.41521804436971e-253,0.217859083,0.559,0.414,9.32E-249,CTHRC1+ Fb,CNN2
SUB1,1.95372623548987e-126,0.217811002,0.767,0.699,7.54E-122,CTHRC1+ Fb,SUB1
ITGA11,0,0.217233913,0.437,0.203,0,CTHRC1+ Fb,ITGA11
MARCKSL1,0,0.216991119,0.464,0.289,0,CTHRC1+ Fb,MARCKSL1
CD276,5.01688458601008e-199,0.216861557,0.553,0.412,1.94E-194,CTHRC1+ Fb,CD276
UROS,0,0.216082965,0.45,0.28,0,CTHRC1+ Fb,UROS
INHBA,0,0.215175194,0.496,0.26,0,CTHRC1+ Fb,INHBA
ST6GAL2,0,0.215093004,0.223,0.043,0,CTHRC1+ Fb,ST6GAL2
SLC52A2,0,0.214816001,0.399,0.231,0,CTHRC1+ Fb,SLC52A2
HMCN2,0,0.214782169,0.237,0.096,0,CTHRC1+ Fb,HMCN2
LINC00632,0,0.214035984,0.418,0.247,0,CTHRC1+ Fb,LINC00632
MXD4,6.99978046026768e-157,0.214015444,0.571,0.44,2.70E-152,CTHRC1+ Fb,MXD4
EMP3,2.92639051265519e-147,0.213773866,0.806,0.739,1.13E-142,CTHRC1+ Fb,EMP3
PXDN,0,0.213618413,0.506,0.326,0,CTHRC1+ Fb,PXDN
NAA10,7.03296334541887e-247,0.213468089,0.5,0.345,2.71E-242,CTHRC1+ Fb,NAA10
NEDD8,1.61642556317571e-108,0.213371792,0.736,0.682,6.24E-104,CTHRC1+ Fb,NEDD8
DCHS1,0,0.212715524,0.37,0.167,0,CTHRC1+ Fb,DCHS1
GABARAPL2,2.70268744650266e-62,0.212272196,0.657,0.585,1.04E-57,CTHRC1+ Fb,GABARAPL2
TMEM141,1.00968925150251e-266,0.212059545,0.44,0.288,3.89E-262,CTHRC1+ Fb,TMEM141
MIR503HG,0,0.211701713,0.23,0.078,0,CTHRC1+ Fb,MIR503HG
COL6A2,0,0.211666916,0.975,0.97,0,CTHRC1+ Fb,COL6A2
TRAPPC1,1.10322422122766e-250,0.211647298,0.534,0.378,4.26E-246,CTHRC1+ Fb,TRAPPC1
DKK3,2.98987772317605e-246,0.209987275,0.467,0.323,1.15E-241,CTHRC1+ Fb,DKK3
MRPL57,1.28010538066653e-132,0.209936956,0.548,0.418,4.94E-128,CTHRC1+ Fb,MRPL57
LY96,0,0.209771191,0.322,0.186,0,CTHRC1+ Fb,LY96
SLC39A7,7.81233102926042e-179,0.209663062,0.575,0.437,3.01E-174,CTHRC1+ Fb,SLC39A7
LINC02802,0,0.209591543,0.337,0.143,0,CTHRC1+ Fb,LINC02802
ALG5,2.55003313498013e-213,0.208905251,0.477,0.339,9.84E-209,CTHRC1+ Fb,ALG5
JCAD,0,0.208592753,0.368,0.168,0,CTHRC1+ Fb,JCAD
ARL2BP,3.56086139038538e-249,0.208253421,0.525,0.379,1.37E-244,CTHRC1+ Fb,ARL2BP
NOP10,5.99964822952463e-136,0.208215671,0.62,0.492,2.31E-131,CTHRC1+ Fb,NOP10
FHOD3,0,0.208156307,0.269,0.095,0,CTHRC1+ Fb,FHOD3
TUBB,1.07589013447536e-161,0.207692093,0.8,0.778,4.15E-157,CTHRC1+ Fb,TUBB
MTDH,5.50173474287147e-87,0.207662727,0.715,0.664,2.12E-82,CTHRC1+ Fb,MTDH
RTL8C,1.21239630828945e-226,0.207656401,0.569,0.437,4.68E-222,CTHRC1+ Fb,RTL8C
PDIA3,4.17625816552131e-91,0.207545515,0.783,0.729,1.61E-86,CTHRC1+ Fb,PDIA3
SELENOH,4.97426926225052e-127,0.207338303,0.625,0.522,1.92E-122,CTHRC1+ Fb,SELENOH
CCDC167,0,0.206654375,0.382,0.201,0,CTHRC1+ Fb,CCDC167
TUBB6,5.68902527297632e-177,0.206561142,0.545,0.419,2.19E-172,CTHRC1+ Fb,TUBB6
GALNS,0,0.205999825,0.309,0.161,0,CTHRC1+ Fb,GALNS
TIMM8B,7.97257376020983e-163,0.205681968,0.594,0.457,3.08E-158,CTHRC1+ Fb,TIMM8B
PSMD7,1.35864345795387e-162,0.205538513,0.561,0.427,5.24E-158,CTHRC1+ Fb,PSMD7
MCTS1,3.08373418336075e-255,0.205416215,0.463,0.313,1.19E-250,CTHRC1+ Fb,MCTS1
FUT8,0,0.205267061,0.412,0.225,0,CTHRC1+ Fb,FUT8
DRD4,0,0.20523668,0.175,0.025,0,CTHRC1+ Fb,DRD4
BET1,0,0.205211639,0.341,0.179,0,CTHRC1+ Fb,BET1
TCEAL8,4.40435660663819e-210,0.204855466,0.578,0.437,1.70E-205,CTHRC1+ Fb,TCEAL8
AP3S1,1.86579279980535e-145,0.204136836,0.623,0.505,7.20E-141,CTHRC1+ Fb,AP3S1
TUBB2B,0,0.204004223,0.322,0.18,0,CTHRC1+ Fb,TUBB2B
THBS3,0,0.203742295,0.451,0.275,0,CTHRC1+ Fb,THBS3
COMMD6,1.22068652404935e-64,0.203247085,0.783,0.722,4.71E-60,CTHRC1+ Fb,COMMD6
TPI1,1.81739626842055e-147,0.20267089,0.765,0.712,7.01E-143,CTHRC1+ Fb,TPI1
CGREF1,0,0.202173264,0.286,0.126,0,CTHRC1+ Fb,CGREF1
COPB1,6.51841776351347e-183,0.202144014,0.539,0.404,2.51E-178,CTHRC1+ Fb,COPB1
VOPP1,0,0.202028078,0.384,0.2,0,CTHRC1+ Fb,VOPP1
TMED10,2.76949143915306e-108,0.201863732,0.684,0.605,1.07E-103,CTHRC1+ Fb,TMED10
COPS9,1.85540923750015e-132,0.201534991,0.669,0.587,7.16E-128,CTHRC1+ Fb,COPS9
MCRIP1,1.10203346416632e-175,0.201259794,0.578,0.454,4.25E-171,CTHRC1+ Fb,MCRIP1
SNRPB2,7.3265401457701e-113,0.200945218,0.592,0.474,2.83E-108,CTHRC1+ Fb,SNRPB2
CCDC107,9.20563079295182e-150,0.200756503,0.55,0.417,3.55E-145,CTHRC1+ Fb,CCDC107
PGK1,2.04491510132883e-104,0.200683381,0.6,0.501,7.89E-100,CTHRC1+ Fb,PGK1
ERGIC2,7.6779159538743e-174,0.200583909,0.478,0.347,2.96E-169,CTHRC1+ Fb,ERGIC2
REX1BD,1.57877374899945e-38,0.200135274,0.563,0.489,6.09E-34,CTHRC1+ Fb,REX1BD
ATP5MPL,1.10007090949138e-58,0.199101381,0.563,0.504,4.24E-54,CTHRC1+ Fb,ATP5MPL
C19orf70,2.11124774727704e-11,0.198956073,0.27,0.319,8.14E-07,CTHRC1+ Fb,C19orf70
TAF10,1.25050999647859e-109,0.198886924,0.466,0.364,4.82E-105,CTHRC1+ Fb,TAF10
CTGF,2.04295081754452e-06,0.198841881,0.352,0.409,0.078802742,CTHRC1+ Fb,CTGF
HEY2,0,0.19883622,0.241,0.108,0,CTHRC1+ Fb,HEY2
FAM162A,1.36597865639769e-145,0.198642703,0.514,0.386,5.27E-141,CTHRC1+ Fb,FAM162A
SF3B6,8.65437938944374e-79,0.19693181,0.694,0.622,3.34E-74,CTHRC1+ Fb,SF3B6
SYNDIG1,0,0.196855146,0.199,0.049,0,CTHRC1+ Fb,SYNDIG1
